Index,Chemical,Count,
May-03,Bicarbonates,21,
May-03,Orthophosphate-phosphorus,21,
May-03,Total phosphorus,18,
May-03,Chemical Oxygen Demand (Cr),21,
May-03,Fecal streptococci ,7,
May-03,Zinc,15,
May-03,Chromium,15,
May-03,Anionic active surfactants,3,
May-03,Macrozoobenthos,3,
May-03,Potassium,1,
May-03,Chlorides,21,
May-03,Iron,15,
May-03,Fecal coliforms,4,
May-03,Water temperature,21,
May-03,Copper,15,
May-03,Magnesium,21,
May-03,Sulphates,21,
May-03,Nitrates,21,
May-03,Dissolved oxygen,21,
May-03,Nickel,15,
May-03,Lead,15,
May-03,Nitrites,21,
May-03,Sodium,1,
Jun-03,Calcium,21,
Jun-03,Water temperature,21,
Jun-03,Orthophosphate-phosphorus,21,
Jun-03,Chemical Oxygen Demand (Cr),21,
Jun-03,Ammonium,21,
Jun-03,Sulphates,21,
Jun-03,Iron,21,
Jun-03,Fecal streptococci ,13,
Jun-03,Potassium,1,
Jun-03,Manganese,42,
Jun-03,Lead,21,
Jun-03,Anionic active surfactants,3,
Jun-03,Fecal coliforms,7,
Jun-03,Chromium,21,
Jun-03,Sodium,1,
Jun-03,Magnesium,21,
Jun-03,Total coliforms,13,
Jun-03,Zinc,21,
Jun-03,Macrozoobenthos,11,
Jun-03,Nickel,21,
Jun-03,Chlorides,21,
Jun-03,Chemical Oxygen Demand (Mn),21,
Jun-03,Nitrates,21,
Jun-03,Nitrites,21,
Jun-03,Cadmium,21,
Jun-03,Copper,21,
Jun-03,Biochemical Oxygen,21,
Jun-03,Total phosphorus,21,
Jun-03,Bicarbonates,21,
Jun-03,Dissolved oxygen,21,
Jul-03,Cadmium,18,
Jul-03,Lead,18,
Jul-03,Copper,18,
Jul-03,Biochemical Oxygen,21,
Jul-03,Chromium,18,
Jul-03,Manganese,25,
Jul-03,Iron,7,
Jul-03,Calcium,21,
Jul-03,Ammonium,21,
Jul-03,Anionic active surfactants,3,
Jul-03,Nickel,18,
Jul-03,Magnesium,21,
Jul-03,Chlorides,21,
Jul-03,Dissolved oxygen,21,
Jul-03,Macrozoobenthos,11,
Jul-03,Sodium,7,
Jul-03,Potassium,7,
Jul-03,Fecal streptococci ,7,
Jul-03,Zinc,18,
Jul-03,Total phosphorus,21,
Jul-03,Orthophosphate-phosphorus,21,
Jul-03,Water temperature,21,
Jul-03,Chemical Oxygen Demand (Mn),21,
Jul-03,Sulphates,21,
Jul-03,Nitrites,21,
Jul-03,Nitrates,21,
Jul-03,Bicarbonates,21,
Jul-03,Fecal coliforms,7,
Jul-03,Chemical Oxygen Demand (Cr),21,
Jul-03,Total coliforms,7,
Aug-03,Zinc,25,
Aug-03,Dissolved oxygen,18,
Aug-03,Chemical Oxygen Demand (Mn),18,
Aug-03,PCB 180,8,
Aug-03,Chemical Oxygen Demand (Cr),18,
Aug-03,Benzo(a)pyrene,8,
Aug-03,Calcium,15,
Aug-03,PCB 101,8,
Aug-03,PCB 28,8,
Aug-03,Total phosphorus,18,
Aug-03,Sodium,4,
Aug-03,"Benzo(g,h,i)perylene",8,
Aug-03,Fecal coliforms,7,
Aug-03,Benzo(k)fluoranthene,8,
Aug-03,Ammonium,18,
Aug-03,Total coliforms,7,
Aug-03,Water temperature,15,
Aug-03,Iron,26,
Aug-03,Benzo(b)fluoranthene,8,
Aug-03,Chlorides,18,
Aug-03,Nickel,11,
Aug-03,Nitrites,18,
Aug-03,PCB 153,8,
Aug-03,Nitrates,18,
Aug-03,gamma-Hexachlorocyclohexane,8,
Aug-03,Lead,14,
Aug-03,Potassium,4,
Aug-03,PCB 52,8,
Aug-03,PCB 138,8,
Aug-03,Sulphates,15,
Aug-03,Fluoranthene,8,
Aug-03,Cadmium,20,
Aug-03,Biochemical Oxygen,18,
Aug-03,Macrozoobenthos,11,
Aug-03,Manganese,22,
Aug-03,Chromium,26,
Aug-03,Orthophosphate-phosphorus,18,
Aug-03,"Indeno(1,2,3-c,d)pyrene",8,
Aug-03,"p,p-DDT",8,
Aug-03,Copper,26,
Aug-03,Bicarbonates,15,
Aug-03,Fecal streptococci ,7,
Aug-03,Magnesium,15,
Sep-03,Chemical Oxygen Demand (Mn),15,
Sep-03,Nitrites,15,
Sep-03,gamma-Hexachlorocyclohexane,4,
Sep-03,Biochemical Oxygen,11,
Sep-03,Chemical Oxygen Demand (Cr),15,
Sep-03,Total phosphorus,15,
Sep-03,Sulphates,15,
Sep-03,Copper,6,
Sep-03,Dissolved oxygen,15,
Sep-03,Calcium,15,
Sep-03,Nickel,6,
Sep-03,Chlorides,15,
Sep-03,Sodium,4,
Sep-03,Manganese,6,
Sep-03,Chromium,6,
Sep-03,Nitrates,15,
Sep-03,Bicarbonates,15,
Sep-03,Potassium,4,
Sep-03,"p,p-DDT",1,
Sep-03,Macrozoobenthos,8,
Sep-03,Lead,6,
Sep-03,Ammonium,15,
Sep-03,Iron,6,
Sep-03,Cadmium,6,
Sep-03,Water temperature,15,
Sep-03,Zinc,6,
Sep-03,Magnesium,15,
Sep-03,Orthophosphate-phosphorus,15,
Oct-03,Fecal coliforms,15,
Oct-03,Lead,20,
Oct-03,Bicarbonates,21,
Oct-03,Nickel,20,
Oct-03,Dissolved oxygen,21,
Oct-03,Chromium,20,
Oct-03,Anionic active surfactants,3,
Oct-03,Fecal streptococci ,15,
Oct-03,Water temperature,21,
Oct-03,Chlorides,21,
Oct-03,Total coliforms,15,
Oct-03,Ammonium,21,
Oct-03,Biochemical Oxygen,21,
Oct-03,Chemical Oxygen Demand (Mn),21,
Oct-03,Magnesium,21,
Oct-03,Sulphates,21,
Oct-03,Zinc,20,
Oct-03,Chemical Oxygen Demand (Cr),21,
Oct-03,Sodium,7,
Oct-03,Orthophosphate-phosphorus,21,
Oct-03,Copper,20,
Oct-03,"p,p-DDT",1,
Oct-03,Potassium,7,
Oct-03,Total phosphorus,21,
Oct-03,Nitrates,21,
Oct-03,Cadmium,20,
Oct-03,Nitrites,21,
Oct-03,Calcium,21,
Oct-03,Manganese,20,
Oct-03,Silica (SiO2),20,
Oct-03,Iron,20,
Nov-03,Ammonium,21,
Nov-03,Bicarbonates,18,
Nov-03,Anionic active surfactants,3,
Nov-03,Dissolved oxygen,21,
Nov-03,Total coliforms,7,
Nov-03,Cadmium,21,
Nov-03,Sulphates,18,
Nov-03,Manganese,21,
Nov-03,Magnesium,18,
Nov-03,Biochemical Oxygen,21,
Nov-03,Chromium,21,
Nov-03,Fecal coliforms,7,
Nov-03,Total phosphorus,21,
Nov-03,Nitrates,21,
Nov-03,Iron,21,
Nov-03,Copper,18,
Nov-03,Silica (SiO2),7,
Nov-03,Calcium,18,
Nov-03,Lead,21,
Nov-03,Chemical Oxygen Demand (Mn),18,
Nov-03,Water temperature,21,
Nov-03,Chemical Oxygen Demand (Cr),21,
Nov-03,Potassium,7,
Nov-03,Sodium,7,
Nov-03,Zinc,21,
Nov-03,Nitrites,20,
Nov-03,Fecal streptococci ,7,
Nov-03,Orthophosphate-phosphorus,21,
Nov-03,Macrozoobenthos,6,
Nov-03,Nickel,21,
Nov-03,Chlorides,21,
Nov-03,Total extractable matter,5,
Dec-03,Iron,7,
Dec-03,Magnesium,21,
Dec-03,Orthophosphate-phosphorus,21,
Dec-03,Dissolved oxygen,15,
Dec-03,Zinc,7,
Dec-03,Copper,7,
Dec-03,Chromium,7,
Dec-03,Nitrates,21,
Dec-03,Fecal streptococci ,3,
Dec-03,Water temperature,21,
Dec-03,Calcium,21,
Dec-03,Fecal coliforms,3,
Dec-03,Ammonium,21,
Dec-03,Chemical Oxygen Demand (Mn),21,
Dec-03,Sulphates,21,
Dec-03,Nickel,7,
Dec-03,Sodium,7,
Dec-03,Chemical Oxygen Demand (Cr),21,
Dec-03,Biochemical Oxygen,15,
Dec-03,Lead,7,
Dec-03,Macrozoobenthos,6,
Dec-03,Silica (SiO2),21,
Dec-03,Chlorides,21,
Dec-03,Manganese,7,
Dec-03,Potassium,7,
Dec-03,Cadmium,7,
Dec-03,Nitrites,21,
Dec-03,Anionic active surfactants,6,
Dec-03,Total coliforms,3,
Dec-03,Total phosphorus,21,
Dec-03,Bicarbonates,21,
Jan-04,Nitrites,16,
Jan-04,Chemical Oxygen Demand (Mn),13,
Jan-04,Cadmium,12,
Jan-04,Calcium,13,
Jan-04,Chlorides,16,
Jan-04,Nickel,12,
Jan-04,gamma-Hexachlorocyclohexane,4,
Jan-04,Water temperature,16,
Jan-04,Anionic active surfactants,4,
Jan-04,Fecal streptococci ,3,
Jan-04,Nitrates,16,
Jan-04,Copper,10,
Jan-04,Silica (SiO2),15,
Jan-04,Potassium,5,
Jan-04,Chemical Oxygen Demand (Cr),16,
Jan-04,Lead,11,
Jan-04,Dissolved oxygen,16,
Jan-04,Magnesium,13,
Jan-04,Ammonium,16,
Jan-04,Orthophosphate-phosphorus,16,
Jan-04,Iron,12,
Jan-04,Fecal coliforms,3,
Jan-04,Petroleum hydrocarbons,12,
Jan-04,Sodium,5,
Jan-04,Manganese,23,
Jan-04,Sulphates,13,
Jan-04,Total phosphorus,16,
Jan-04,Total coliforms,3,
Jan-04,Bicarbonates,13,
Jan-04,Chromium,11,
Jan-04,Zinc,12,
Jan-04,Biochemical Oxygen,16,
Jan-04,Macrozoobenthos,3,
Feb-04,Anionic active surfactants,3,
Feb-04,Dissolved oxygen,20,
Feb-04,Fecal coliforms,8,
Feb-04,Nitrates,20,
Feb-04,Sodium,7,
Feb-04,Fecal streptococci ,9,
Feb-04,Nickel,21,
Feb-04,Chemical Oxygen Demand (Cr),20,
Feb-04,Silica (SiO2),21,
Feb-04,Lead,21,
Feb-04,Sulphates,17,
Feb-04,Orthophosphate-phosphorus,20,
Feb-04,Chromium,21,
Feb-04,Petroleum hydrocarbons,15,
Feb-04,Iron,21,
Feb-04,Ammonium,20,
Feb-04,"p,p-DDT",2,
Feb-04,Total coliforms,9,
Feb-04,Water temperature,17,
Feb-04,Nitrites,20,
Feb-04,Magnesium,17,
Feb-04,Copper,21,
Feb-04,Calcium,17,
Feb-04,Bicarbonates,17,
Feb-04,Cadmium,21,
Feb-04,Zinc,21,
Feb-04,Potassium,7,
Feb-04,Macrozoobenthos,10,
Feb-04,Chemical Oxygen Demand (Mn),20,
Feb-04,Total extractable matter,3,
Feb-04,Manganese,29,
Feb-04,Biochemical Oxygen,18,
Feb-04,gamma-Hexachlorocyclohexane,7,
Feb-04,Total phosphorus,7,
Feb-04,Chlorides,20,
Mar-04,Orthophosphate-phosphorus,21,
Mar-04,Fecal coliforms,3,
Mar-04,Chromium,15,
Mar-04,Zinc,15,
Mar-04,Anionic active surfactants,6,
Mar-04,Nickel,15,
Mar-04,Biochemical Oxygen,21,
Mar-04,Sodium,7,
Mar-04,Copper,15,
Mar-04,Manganese,22,
Mar-04,Lead,14,
Mar-04,Nitrates,21,
Mar-04,Cadmium,15,
Mar-04,gamma-Hexachlorocyclohexane,7,
Mar-04,Magnesium,21,
Mar-04,Arsenic,5,
Mar-04,Sulphates,15,
Mar-04,Macrozoobenthos,6,
Mar-04,"p,p-DDT",1,
Mar-04,Total coliforms,3,
Mar-04,Total phosphorus,7,
Mar-04,Ammonium,21,
Mar-04,Silica (SiO2),18,
Mar-04,Water temperature,21,
Mar-04,Iron,18,
Mar-04,Dissolved oxygen,21,
Mar-04,Potassium,6,
Mar-04,Chemical Oxygen Demand (Mn),21,
Mar-04,Petroleum hydrocarbons,14,
Mar-04,Chlorides,21,
Mar-04,Nitrites,21,
Mar-04,Calcium,21,
Mar-04,Chemical Oxygen Demand (Cr),21,
Mar-04,Bicarbonates,18,
Mar-04,Fecal streptococci ,3,
Apr-04,Zinc,21,
Apr-04,Chemical Oxygen Demand (Cr),21,
Apr-04,Dissolved oxygen,21,
Apr-04,Macrozoobenthos,3,
Apr-04,Total phosphorus,7,
Apr-04,Total coliforms,3,
Apr-04,gamma-Hexachlorocyclohexane,2,
Apr-04,Petroleum hydrocarbons,2,
Apr-04,Lead,21,
Apr-04,Iron,21,
Apr-04,Nickel,21,
Apr-04,Sodium,7,
Apr-04,Copper,21,
Apr-04,Water temperature,21,
Apr-04,Bicarbonates,18,
Apr-04,Sulphates,18,
Apr-04,Fecal streptococci ,3,
Apr-04,Potassium,7,
Apr-04,Silica (SiO2),18,
Apr-04,Chemical Oxygen Demand (Mn),16,
Apr-04,Nitrites,21,
Apr-04,Anionic active surfactants,6,
Apr-04,Ammonium,21,
Apr-04,Cadmium,21,
Apr-04,Chlorides,18,
Apr-04,Nitrates,21,
Apr-04,Manganese,30,
Apr-04,Calcium,18,
Apr-04,Biochemical Oxygen,21,
Apr-04,Orthophosphate-phosphorus,21,
Apr-04,Magnesium,18,
Apr-04,Chromium,21,
Apr-04,"p,p-DDT",2,
Apr-04,Fecal coliforms,3,
May-04,Manganese,29,
May-04,Ammonium,21,
May-04,Sodium,4,
May-04,Copper,15,
May-04,Bicarbonates,18,
May-04,gamma-Hexachlorocyclohexane,18,
May-04,Water temperature,20,
May-04,Calcium,15,
May-04,Cadmium,21,
May-04,Sulphates,15,
May-04,Chemical Oxygen Demand (Cr),15,
May-04,Silica (SiO2),21,
May-04,Nickel,21,
May-04,Dissolved oxygen,21,
May-04,"p,p-DDT",8,
May-04,Magnesium,15,
May-04,Lead,21,
May-04,Iron,21,
May-04,Orthophosphate-phosphorus,21,
May-04,Biochemical Oxygen,15,
May-04,Macrozoobenthos,17,
May-04,Total extractable matter,3,
May-04,Chromium,21,
May-04,Potassium,4,
May-04,Anionic active surfactants,3,
May-04,Zinc,21,
May-04,Nitrites,21,
May-04,Chemical Oxygen Demand (Mn),15,
May-04,Total phosphorus,7,
May-04,Nitrates,21,
May-04,Chlorides,15,
May-04,Petroleum hydrocarbons,2,
Jun-04,Silica (SiO2),21,
Jun-04,Copper,21,
Jun-04,Nitrites,21,
Jun-04,Zinc,21,
Jun-04,Sulphates,18,
Jun-04,Chemical Oxygen Demand (Mn),18,
Jun-04,Bicarbonates,18,
Jun-04,Magnesium,18,
Jun-04,Chemical Oxygen Demand (Cr),21,
Jun-04,Chlorides,18,
Jun-04,Cadmium,20,
Jun-04,Macrozoobenthos,3,
Jun-04,Manganese,27,
Jun-04,Lead,21,
Jun-04,Dissolved oxygen,21,
Jun-04,Iron,21,
Jun-04,Calcium,18,
Jun-04,"p,p-DDT",5,
Jun-04,Total phosphorus,7,
Jun-04,Nickel,21,
Jun-04,Biochemical Oxygen,21,
Jun-04,Potassium,7,
Jun-04,Water temperature,21,
Jun-04,Nitrates,21,
Jun-04,Sodium,7,
Jun-04,Anionic active surfactants,3,
Jun-04,gamma-Hexachlorocyclohexane,18,
Jun-04,Orthophosphate-phosphorus,21,
Jun-04,Chromium,21,
Jun-04,Ammonium,21,
Jul-04,Petroleum hydrocarbons,5,
Jul-04,Fecal coliforms,4,
Jul-04,Total coliforms,7,
Jul-04,Nickel,21,
Jul-04,Chromium,21,
Jul-04,Fecal streptococci ,4,
Jul-04,Chemical Oxygen Demand (Mn),18,
Jul-04,Chemical Oxygen Demand (Cr),21,
Jul-04,Dissolved oxygen,21,
Jul-04,Water temperature,21,
Jul-04,Copper,21,
Jul-04,Anionic active surfactants,3,
Jul-04,Chlorides,18,
Jul-04,Cadmium,21,
Jul-04,Macrozoobenthos,3,
Jul-04,Iron,21,
Jul-04,Total phosphorus,7,
Jul-04,"p,p-DDT",6,
Jul-04,Ammonium,21,
Jul-04,Silica (SiO2),21,
Jul-04,Potassium,7,
Jul-04,Bicarbonates,18,
Jul-04,Atrazine,7,
Jul-04,Sulphates,18,
Jul-04,Manganese,30,
Jul-04,Orthophosphate-phosphorus,20,
Jul-04,Sodium,7,
Jul-04,Zinc,21,
Jul-04,Biochemical Oxygen,21,
Jul-04,Nitrites,21,
Jul-04,gamma-Hexachlorocyclohexane,16,
Jul-04,Calcium,17,
Jul-04,Lead,21,
Jul-04,Magnesium,18,
Jul-04,Nitrates,21,
Aug-04,Sodium,7,
Aug-04,"p,p-DDT",1,
Aug-04,Ammonium,21,
Aug-04,Bicarbonates,18,
Aug-04,Biochemical Oxygen,21,
Aug-04,Fecal coliforms,4,
Aug-04,Dissolved oxygen,21,
Aug-04,Total coliforms,7,
Aug-04,Total phosphorus,7,
Aug-04,Lead,21,
Aug-04,Fecal streptococci ,4,
Aug-04,Manganese,30,
Aug-04,Orthophosphate-phosphorus,21,
Aug-04,Cadmium,21,
Aug-04,Anionic active surfactants,3,
Aug-04,Petroleum hydrocarbons,5,
Aug-04,Magnesium,18,
Aug-04,Chlorides,18,
Aug-04,Chemical Oxygen Demand (Mn),18,
Aug-04,Nitrites,21,
Aug-04,Iron,21,
Aug-04,Nitrates,21,
Aug-04,Potassium,7,
Aug-04,gamma-Hexachlorocyclohexane,20,
Aug-04,Copper,21,
Aug-04,Calcium,18,
Aug-04,Silica (SiO2),21,
Aug-04,Chemical Oxygen Demand (Cr),21,
Aug-04,Water temperature,21,
Aug-04,Zinc,21,
Aug-04,Sulphates,15,
Aug-04,Macrozoobenthos,3,
Aug-04,Nickel,21,
Aug-04,Chromium,21,
Sep-04,Chemical Oxygen Demand (Mn),18,
Sep-04,Nitrites,21,
Sep-04,Magnesium,18,
Sep-04,Nitrates,21,
Sep-04,Potassium,7,
Sep-04,Calcium,18,
Sep-04,Iron,21,
Sep-04,Anionic active surfactants,7,
Sep-04,Silica (SiO2),21,
Sep-04,Ammonium,21,
Sep-04,Macrozoobenthos,7,
Sep-04,"p,p-DDT",2,
Sep-04,Chemical Oxygen Demand (Cr),21,
Sep-04,Sulphates,18,
Sep-04,Dissolved oxygen,21,
Sep-04,Nickel,21,
Sep-04,Orthophosphate-phosphorus,21,
Sep-04,Biochemical Oxygen,21,
Sep-04,Chlorides,18,
Sep-04,Fecal coliforms,4,
Sep-04,Water temperature,21,
Sep-04,Zinc,21,
Sep-04,Bicarbonates,18,
Sep-04,Total phosphorus,21,
Sep-04,Sodium,7,
Sep-04,Copper,21,
Sep-04,Lead,21,
Sep-04,Fecal streptococci ,4,
Sep-04,Total coliforms,7,
Sep-04,gamma-Hexachlorocyclohexane,21,
Sep-04,Manganese,30,
Sep-04,Cadmium,21,
Sep-04,Petroleum hydrocarbons,5,
Sep-04,Chromium,21,
Oct-04,Petroleum hydrocarbons,5,
Oct-04,Iron,20,
Oct-04,Manganese,28,
Oct-04,Water temperature,11,
Oct-04,Nickel,7,
Oct-04,gamma-Hexachlorocyclohexane,18,
Oct-04,Cadmium,21,
Oct-04,"p,p-DDT",2,
Oct-04,Zinc,21,
Oct-04,Calcium,18,
Oct-04,Fecal coliforms,4,
Oct-04,Macrozoobenthos,7,
Oct-04,Fecal streptococci ,4,
Oct-04,Total coliforms,7,
Oct-04,Chemical Oxygen Demand (Cr),18,
Oct-04,Sodium,7,
Oct-04,Total phosphorus,18,
Oct-04,Orthophosphate-phosphorus,18,
Oct-04,Chemical Oxygen Demand (Mn),18,
Oct-04,Anionic active surfactants,7,
Oct-04,Biochemical Oxygen,18,
Oct-04,Chromium,21,
Oct-04,Silica (SiO2),21,
Oct-04,Nitrites,18,
Oct-04,Potassium,7,
Oct-04,Nitrates,18,
Oct-04,Bicarbonates,18,
Oct-04,Copper,21,
Oct-04,Chlorides,18,
Oct-04,Sulphates,18,
Oct-04,Dissolved oxygen,18,
Oct-04,Magnesium,18,
Oct-04,Lead,21,
Oct-04,Ammonium,18,
Nov-04,Zinc,21,
Nov-04,Sulphates,10,
Nov-04,Nitrates,10,
Nov-04,Cadmium,21,
Nov-04,Chromium,21,
Nov-04,Fecal coliforms,7,
Nov-04,Chemical Oxygen Demand (Cr),10,
Nov-04,Potassium,7,
Nov-04,Orthophosphate-phosphorus,10,
Nov-04,Chlorides,10,
Nov-04,Copper,21,
Nov-04,Iron,21,
Nov-04,Lead,21,
Nov-04,Dissolved oxygen,10,
Nov-04,"p,p-DDT",1,
Nov-04,Bicarbonates,10,
Nov-04,Anionic active surfactants,10,
Nov-04,Total phosphorus,10,
Nov-04,Water temperature,10,
Nov-04,Ammonium,10,
Nov-04,Magnesium,10,
Nov-04,Total coliforms,7,
Nov-04,gamma-Hexachlorocyclohexane,19,
Nov-04,Nickel,21,
Nov-04,Macrozoobenthos,10,
Nov-04,Petroleum hydrocarbons,5,
Nov-04,Calcium,10,
Nov-04,Nitrites,10,
Nov-04,Silica (SiO2),21,
Nov-04,Fecal streptococci ,7,
Nov-04,Manganese,28,
Nov-04,Chemical Oxygen Demand (Mn),10,
Nov-04,Sodium,7,
Nov-04,Biochemical Oxygen,10,
Dec-04,Calcium,16,
Dec-04,Dissolved oxygen,16,
Dec-04,Macrozoobenthos,1,
Dec-04,Fecal streptococci ,1,
Dec-04,Nitrates,16,
Dec-04,Potassium,5,
Dec-04,Total phosphorus,16,
Dec-04,Iron,19,
Dec-04,gamma-Hexachlorocyclohexane,2,
Dec-04,Fecal coliforms,1,
Dec-04,Chemical Oxygen Demand (Mn),16,
Dec-04,Nickel,19,
Dec-04,Sulphates,16,
Dec-04,Magnesium,16,
Dec-04,Orthophosphate-phosphorus,16,
Dec-04,Chlorides,16,
Dec-04,Water temperature,18,
Dec-04,Anionic active surfactants,1,
Dec-04,Copper,19,
Dec-04,Chromium,17,
Dec-04,Total coliforms,2,
Dec-04,Chemical Oxygen Demand (Cr),10,
Dec-04,Sodium,5,
Dec-04,Nitrites,16,
Dec-04,Cadmium,19,
Dec-04,Zinc,19,
Dec-04,Bicarbonates,16,
Dec-04,Silica (SiO2),14,
Dec-04,Ammonium,16,
Dec-04,Lead,19,
Dec-04,Biochemical Oxygen,16,
Dec-04,Manganese,24,
Jan-05,Endosulfan (alpha),18,
Jan-05,Sulphates,18,
Jan-05,Total dissolved salts,18,
Jan-05,beta-Hexaxchlorocyclohexane,18,
Jan-05,Bicarbonates,18,
Jan-05,Atrazine,15,
Jan-05,Petroleum hydrocarbons,7,
Jan-05,Oxygen saturation,6,
Jan-05,Lead,21,
Jan-05,Endrin,18,
Jan-05,Chemical Oxygen Demand (Mn),18,
Jan-05,Water temperature,21,
Jan-05,Ammonium,21,
Jan-05,Magnesium,18,
Jan-05,Anionic active surfactants,7,
Jan-05,Potassium,7,
Jan-05,Mercury,20,
Jan-05,Macrozoobenthos,17,
Jan-05,Copper,21,
Jan-05,Dissolved oxygen,21,
Jan-05,Calcium,18,
Jan-05,Total phosphorus,21,
Jan-05,Zinc,20,
Jan-05,Aldrin,18,
Jan-05,Orthophosphate-phosphorus,21,
Jan-05,Nitrates,21,
Jan-05,Silica (SiO2),14,
Jan-05,Fecal coliforms,4,
Jan-05,Total coliforms,4,
Jan-05,Nickel,21,
Jan-05,Sodium,7,
Jan-05,Chemical Oxygen Demand (Cr),7,
Jan-05,Dieldrin,18,
Jan-05,Fecal streptococci ,4,
Jan-05,gamma-Hexachlorocyclohexane,17,
Jan-05,Cadmium,21,
Jan-05,Total hardness,18,
Jan-05,Biochemical Oxygen,21,
Jan-05,Chlorides,18,
Jan-05,Endosulfan (beta),21,
Jan-05,Manganese,27,
Jan-05,alpha-Hexachlorocyclohexane,18,
Jan-05,Chromium,21,
Jan-05,Iron,21,
Jan-05,Heptachloroepoxide,18,
Jan-05,"p,p-DDT",1,
Jan-05,"p,p-DDE",18,
Jan-05,"p,p-DDD",18,
Jan-05,Heptachlor,17,
Jan-05,Nitrites,21,
Feb-05,Potassium,7,
Feb-05,Zinc,18,
Feb-05,Chemical Oxygen Demand (Mn),18,
Feb-05,Nickel,18,
Feb-05,Chlorides,18,
Feb-05,Methoxychlor,2,
Feb-05,Heptachloroepoxide,9,
Feb-05,Nitrates,21,
Feb-05,Lead,18,
Feb-05,Sodium,7,
Feb-05,Heptachlor,15,
Feb-05,Cadmium,18,
Feb-05,Total phosphorus,21,
Feb-05,Copper,18,
Feb-05,"p,p-DDD",15,
Feb-05,"p,p-DDE",9,
Feb-05,"p,p-DDT",10,
Feb-05,Anionic active surfactants,13,
Feb-05,Ammonium,21,
Feb-05,Dissolved oxygen,21,
Feb-05,Chemical Oxygen Demand (Cr),7,
Feb-05,Dieldrin,9,
Feb-05,Aldrin,9,
Feb-05,Fecal coliforms,4,
Feb-05,Mercury,20,
Feb-05,Petroleum hydrocarbons,7,
Feb-05,Biochemical Oxygen,21,
Feb-05,Iron,18,
Feb-05,Water temperature,21,
Feb-05,Manganese,23,
Feb-05,Orthophosphate-phosphorus,21,
Feb-05,Nitrites,21,
Feb-05,Endosulfan (alpha),9,
Feb-05,Calcium,18,
Feb-05,Total hardness,18,
Feb-05,Chromium,18,
Feb-05,Magnesium,18,
Feb-05,Endrin,9,
Feb-05,Silica (SiO2),18,
Feb-05,Sulphates,18,
Feb-05,Bicarbonates,18,
Feb-05,Fecal streptococci ,4,
Feb-05,gamma-Hexachlorocyclohexane,16,
Feb-05,Atrazine,13,
Feb-05,beta-Hexaxchlorocyclohexane,15,
Feb-05,Endosulfan (beta),12,
Feb-05,Macrozoobenthos,18,
Feb-05,alpha-Hexachlorocyclohexane,15,
Feb-05,Total coliforms,4,
Feb-05,Total dissolved salts,18,
Feb-05,Oxygen saturation,3,
Mar-05,Total coliforms,4,
Mar-05,Sodium,7,
Mar-05,Nickel,21,
Mar-05,Total dissolved salts,18,
Mar-05,Atrazine,11,
Mar-05,Magnesium,18,
Mar-05,Silica (SiO2),19,
Mar-05,Macrozoobenthos,18,
Mar-05,Nitrates,21,
Mar-05,Dissolved oxygen,21,
Mar-05,alpha-Hexachlorocyclohexane,21,
Mar-05,Potassium,7,
Mar-05,Total hardness,18,
Mar-05,Endrin,21,
Mar-05,Chemical Oxygen Demand (Mn),21,
Mar-05,Fecal streptococci ,4,
Mar-05,gamma-Hexachlorocyclohexane,21,
Mar-05,Manganese,27,
Mar-05,Heptachlor,21,
Mar-05,Biochemical Oxygen,21,
Mar-05,Oxygen saturation,3,
Mar-05,Iron,21,
Mar-05,Endosulfan (alpha),15,
Mar-05,Chromium,21,
Mar-05,Chlorides,21,
Mar-05,Water temperature,21,
Mar-05,Copper,21,
Mar-05,Ammonium,21,
Mar-05,Heptachloroepoxide,21,
Mar-05,Fecal coliforms,4,
Mar-05,beta-Hexaxchlorocyclohexane,21,
Mar-05,Petroleum hydrocarbons,7,
Mar-05,"p,p-DDT",16,
Mar-05,"p,p-DDD",21,
Mar-05,"p,p-DDE",21,
Mar-05,Orthophosphate-phosphorus,21,
Mar-05,Zinc,21,
Mar-05,Methoxychlor,1,
Mar-05,Nitrites,21,
Mar-05,Dieldrin,21,
Mar-05,Aldrin,21,
Mar-05,Calcium,18,
Mar-05,Chemical Oxygen Demand (Cr),7,
Mar-05,Bicarbonates,18,
Mar-05,Cadmium,21,
Mar-05,Anionic active surfactants,7,
Mar-05,Total phosphorus,21,
Mar-05,Endosulfan (beta),15,
Mar-05,Sulphates,18,
Mar-05,Lead,21,
Mar-05,Mercury,20,
Apr-05,Anionic active surfactants,7,
Apr-05,Macrozoobenthos,18,
Apr-05,Iron,21,
Apr-05,Atrazine,10,
Apr-05,Dieldrin,21,
Apr-05,Biochemical Oxygen,21,
Apr-05,Oxygen saturation,20,
Apr-05,Chemical Oxygen Demand (Mn),18,
Apr-05,Sulphates,18,
Apr-05,Dissolved oxygen,21,
Apr-05,Sodium,7,
Apr-05,Endosulfan (alpha),21,
Apr-05,alpha-Hexachlorocyclohexane,21,
Apr-05,Petroleum hydrocarbons,7,
Apr-05,Potassium,7,
Apr-05,Lead,21,
Apr-05,Endosulfan (beta),21,
Apr-05,Chemical Oxygen Demand (Cr),7,
Apr-05,Fecal coliforms,4,
Apr-05,Nitrites,21,
Apr-05,gamma-Hexachlorocyclohexane,21,
Apr-05,Mercury,20,
Apr-05,Heptachloroepoxide,21,
Apr-05,Total hardness,16,
Apr-05,Magnesium,18,
Apr-05,Copper,21,
