,id,value,location,sample_date,measure,Month,Day,MonthName,Year,year
22925,238445,18.7,Somchair,2002-10-15,Lead,3,9,October,2002,2002
22936,239164,21.5,Busarakhan,2002-10-15,Lead,3,9,October,2002,2002
22947,242188,51.2,Kannika,2002-10-15,Lead,3,9,October,2002,2002
22958,244281,40.9,Sakda,2002-10-15,Lead,3,9,October,2002,2002
23032,235838,7.48,Chai,2002-10-24,Lead,3,9,October,2002,2002
23058,236779,6.23,Chai,2002-10-24,Lead,3,9,October,2002,2002
23084,237723,7.18,Chai,2002-10-24,Lead,3,9,October,2002,2002
23112,234928,9.18,Kohsoom,2002-10-26,Lead,3,9,October,2002,2002
23138,238473,9.45,Somchair,2002-10-26,Lead,3,9,October,2002,2002
23165,239192,10.03,Busarakhan,2002-10-26,Lead,3,9,October,2002,2002
23191,242216,7.36,Kannika,2002-10-26,Lead,3,9,October,2002,2002
23217,242912,6.49,Kannika,2002-10-26,Lead,3,9,October,2002,2002
23243,243605,7.13,Kannika,2002-10-26,Lead,3,9,October,2002,2002
23269,244309,6.21,Sakda,2002-10-26,Lead,3,9,October,2002,2002
23295,245001,5.46,Sakda,2002-10-26,Lead,3,9,October,2002,2002
23321,245693,4.98,Sakda,2002-10-26,Lead,3,9,October,2002,2002
23346,235867,5.46,Chai,2002-10-30,Lead,3,9,October,2002,2002
23371,236808,7.21,Chai,2002-10-30,Lead,3,9,October,2002,2002
23396,237752,6.42,Chai,2002-10-30,Lead,3,9,October,2002,2002
23422,227859,24.6,Boonsri,2002-11-07,Lead,3,9,November,2002,2002
23447,228762,10.75,Boonsri,2002-11-07,Lead,3,9,November,2002,2002
23472,229619,18.33,Boonsri,2002-11-07,Lead,3,9,November,2002,2002
23497,235897,16.43,Chai,2002-11-07,Lead,3,9,November,2002,2002
23522,236838,21.32,Chai,2002-11-07,Lead,3,9,November,2002,2002
23546,237781,18.29,Chai,2002-11-07,Lead,3,9,November,2002,2002
23620,242244,16.46,Kannika,2002-11-21,Lead,3,9,November,2002,2002
23643,242940,19.27,Kannika,2002-11-21,Lead,3,9,November,2002,2002
23666,243633,12.6,Kannika,2002-11-21,Lead,3,9,November,2002,2002
23686,244335,18.36,Sakda,2002-11-21,Lead,3,9,November,2002,2002
23709,245029,7.46,Sakda,2002-11-21,Lead,3,9,November,2002,2002
23730,245719,8.43,Sakda,2002-11-21,Lead,3,9,November,2002,2002
23757,234961,23.64,Kohsoom,2002-11-23,Lead,3,9,November,2002,2002
24229,298328,10.13,Chai,2003-01-17,Lead,3,9,January,2003,2003
24254,299015,9.82,Chai,2003-01-17,Lead,3,9,January,2003,2003
24278,299683,11.83,Chai,2003-01-17,Lead,3,9,January,2003,2003
24302,292827,7.28,Boonsri,2003-01-23,Lead,3,9,January,2003,2003
24329,293447,5.64,Boonsri,2003-01-23,Lead,3,9,January,2003,2003
24356,294065,9.29,Boonsri,2003-01-23,Lead,3,9,January,2003,2003
24383,300361,9.19,Somchair,2003-01-24,Lead,3,9,January,2003,2003
24408,300733,7.43,Busarakhan,2003-01-24,Lead,3,9,January,2003,2003
24435,303131,8.14,Kannika,2003-01-24,Lead,3,9,January,2003,2003
24462,303495,9.21,Kannika,2003-01-24,Lead,3,9,January,2003,2003
24487,303841,7.54,Kannika,2003-01-24,Lead,3,9,January,2003,2003
24513,304200,5.46,Sakda,2003-01-24,Lead,3,9,January,2003,2003
24539,304539,5.12,Sakda,2003-01-24,Lead,3,9,January,2003,2003
24565,304885,6.03,Sakda,2003-01-24,Lead,3,9,January,2003,2003
24591,297896,6.06,Kohsoom,2003-01-26,Lead,3,9,January,2003,2003
24618,298357,5.43,Chai,2003-01-29,Lead,3,9,January,2003,2003
24645,299043,4.93,Chai,2003-01-29,Lead,3,9,January,2003,2003
24672,299711,5.98,Chai,2003-01-29,Lead,3,9,January,2003,2003
24701,298390,8.43,Chai,2003-02-03,Lead,3,9,February,2003,2003
24728,299076,8.12,Chai,2003-02-03,Lead,3,9,February,2003,2003
24755,299744,9.04,Chai,2003-02-03,Lead,3,9,February,2003,2003
24781,292859,12.73,Boonsri,2003-02-13,Lead,3,9,February,2003,2003
24809,293479,9.64,Boonsri,2003-02-13,Lead,3,9,February,2003,2003
24836,294097,19.21,Boonsri,2003-02-13,Lead,3,9,February,2003,2003
24864,303164,10.21,Kannika,2003-02-21,Lead,3,9,February,2003,2003
24894,303526,10.92,Kannika,2003-02-21,Lead,3,9,February,2003,2003
24923,303873,9.98,Kannika,2003-02-21,Lead,3,9,February,2003,2003
24952,304232,8.24,Sakda,2003-02-21,Lead,3,9,February,2003,2003
24981,304571,9.06,Sakda,2003-02-21,Lead,3,9,February,2003,2003
25010,304916,6.45,Sakda,2003-02-21,Lead,3,9,February,2003,2003
25041,297932,9.69,Kohsoom,2003-02-28,Lead,3,9,February,2003,2003
25070,298422,12.21,Chai,2003-02-28,Lead,3,9,February,2003,2003
25099,299108,9.24,Chai,2003-02-28,Lead,3,9,February,2003,2003
25128,299776,8.72,Chai,2003-02-28,Lead,3,9,February,2003,2003
25157,300392,12.42,Somchair,2003-02-28,Lead,3,9,February,2003,2003
25186,300766,8.93,Busarakhan,2003-02-28,Lead,3,9,February,2003,2003
25263,298456,8.48,Chai,2003-03-19,Lead,3,9,March,2003,2003
25293,299142,6.42,Chai,2003-03-19,Lead,3,9,March,2003,2003
25319,299810,7.45,Chai,2003-03-19,Lead,3,9,March,2003,2003
25343,292912,9.21,Boonsri,2003-03-20,Lead,3,9,March,2003,2003
25367,293531,8.72,Boonsri,2003-03-20,Lead,3,9,March,2003,2003
25390,294149,7.68,Boonsri,2003-03-20,Lead,3,9,March,2003,2003
25414,304266,7.29,Sakda,2003-03-20,Lead,3,9,March,2003,2003
25442,304605,6.54,Sakda,2003-03-20,Lead,3,9,March,2003,2003
25470,304950,5.01,Sakda,2003-03-20,Lead,3,9,March,2003,2003
25497,303198,8.82,Kannika,2003-03-21,Lead,3,9,March,2003,2003
25525,303559,7.1,Kannika,2003-03-21,Lead,3,9,March,2003,2003
25553,303907,6.3,Kannika,2003-03-21,Lead,3,9,March,2003,2003
25583,297968,7.65,Kohsoom,2003-03-23,Lead,3,9,March,2003,2003
25610,298490,5.64,Chai,2003-03-29,Lead,3,9,March,2003,2003
25636,299172,11.49,Chai,2003-03-29,Lead,3,9,March,2003,2003
25662,299839,7.64,Chai,2003-03-29,Lead,3,9,March,2003,2003
25687,300426,5.98,Somchair,2003-03-30,Lead,3,9,March,2003,2003
25715,300800,6.28,Busarakhan,2003-03-30,Lead,3,9,March,2003,2003
25809,298520,1.59,Chai,2003-04-20,Lead,3,9,April,2003,2003
25836,299202,8.18,Chai,2003-04-20,Lead,3,9,April,2003,2003
25863,299868,11.12,Chai,2003-04-20,Lead,3,9,April,2003,2003
25891,292974,13.43,Boonsri,2003-04-24,Lead,3,9,April,2003,2003
25916,293592,9.43,Boonsri,2003-04-24,Lead,3,9,April,2003,2003
25941,294210,8.48,Boonsri,2003-04-24,Lead,3,9,April,2003,2003
25965,303231,7.32,Kannika,2003-04-25,Lead,3,9,April,2003,2003
25990,303591,6.18,Kannika,2003-04-25,Lead,3,9,April,2003,2003
26015,303939,10.45,Kannika,2003-04-25,Lead,3,9,April,2003,2003
26043,298007,9.64,Kohsoom,2003-04-26,Lead,3,9,April,2003,2003
26070,300458,7.43,Somchair,2003-04-26,Lead,3,9,April,2003,2003
26095,300832,8.21,Busarakhan,2003-04-26,Lead,3,9,April,2003,2003
26120,304298,9.12,Sakda,2003-04-26,Lead,3,9,April,2003,2003
26145,304637,7.62,Sakda,2003-04-26,Lead,3,9,April,2003,2003
26170,304982,6.86,Sakda,2003-04-26,Lead,3,9,April,2003,2003
26195,298552,6.23,Chai,2003-04-27,Lead,3,9,April,2003,2003
26221,299234,8.19,Chai,2003-04-27,Lead,3,9,April,2003,2003
26247,299900,10.42,Chai,2003-04-27,Lead,3,9,April,2003,2003
26330,298583,7.28,Chai,2003-05-18,Lead,3,9,May,2003,2003
26356,299265,6.18,Chai,2003-05-18,Lead,3,9,May,2003,2003
26382,299931,8.24,Chai,2003-05-18,Lead,3,9,May,2003,2003
26408,303261,6.29,Kannika,2003-05-21,Lead,3,9,May,2003,2003
26431,303621,9.28,Kannika,2003-05-21,Lead,3,9,May,2003,2003
26454,303969,4.12,Kannika,2003-05-21,Lead,3,9,May,2003,2003
26519,300488,8.24,Somchair,2003-05-22,Lead,3,9,May,2003,2003
26542,300862,6.92,Busarakhan,2003-05-22,Lead,3,9,May,2003,2003
26565,304328,6.42,Sakda,2003-05-22,Lead,3,9,May,2003,2003
26588,304667,5.86,Sakda,2003-05-22,Lead,3,9,May,2003,2003
26611,305012,6.21,Sakda,2003-05-22,Lead,3,9,May,2003,2003
26637,298049,8.21,Kohsoom,2003-05-24,Lead,3,9,May,2003,2003
26663,298614,5.26,Chai,2003-05-25,Lead,3,9,May,2003,2003
26686,299296,6.03,Chai,2003-05-25,Lead,3,10,May,2003,2003
26709,299962,7.19,Chai,2003-05-25,Lead,3,10,May,2003,2003
26733,293053,11.12,Boonsri,2003-06-06,Lead,3,10,June,2003,2003
26761,293671,9.28,Boonsri,2003-06-06,Lead,3,10,June,2003,2003
26789,294289,6.64,Boonsri,2003-06-06,Lead,3,10,June,2003,2003
26817,298646,12.43,Chai,2003-06-13,Lead,3,10,June,2003,2003
26843,299328,11.12,Chai,2003-06-13,Lead,3,10,June,2003,2003
26869,299994,10.59,Chai,2003-06-13,Lead,3,10,June,2003,2003
26895,293092,9.21,Boonsri,2003-06-19,Lead,3,10,June,2003,2003
26922,293710,7.35,Boonsri,2003-06-19,Lead,3,10,June,2003,2003
26949,294328,9.28,Boonsri,2003-06-19,Lead,3,10,June,2003,2003
26978,298089,7.47,Kohsoom,2003-06-21,Lead,3,10,June,2003,2003
27005,298683,6.83,Chai,2003-06-21,Lead,3,10,June,2003,2003
27032,299365,5.14,Chai,2003-06-21,Lead,3,10,June,2003,2003
27059,300031,4.21,Chai,2003-06-21,Lead,3,10,June,2003,2003
27086,303293,6.08,Kannika,2003-06-26,Lead,3,10,June,2003,2003
27111,303653,9.12,Kannika,2003-06-26,Lead,3,10,June,2003,2003
27136,304001,7.63,Kannika,2003-06-26,Lead,3,10,June,2003,2003
27161,304360,8.93,Sakda,2003-06-26,Lead,3,10,June,2003,2003
27186,304699,5.04,Sakda,2003-06-26,Lead,3,10,June,2003,2003
27211,305044,4.91,Sakda,2003-06-26,Lead,3,10,June,2003,2003
27236,300520,7.49,Somchair,2003-06-28,Lead,3,10,June,2003,2003
27261,300894,5.23,Busarakhan,2003-06-28,Lead,3,10,June,2003,2003
27345,293131,6.48,Boonsri,2003-07-10,Lead,3,10,July,2003,2003
27375,293749,5.12,Boonsri,2003-07-10,Lead,3,10,July,2003,2003
27405,294367,7.43,Boonsri,2003-07-10,Lead,3,10,July,2003,2003
27431,298738,1.786,Chai,2003-07-10,Lead,3,10,July,2003,2003
27453,299420,1.629,Chai,2003-07-10,Lead,3,10,July,2003,2003
27475,300086,0.982,Chai,2003-07-10,Lead,3,10,July,2003,2003
27497,300549,2.396,Somchair,2003-07-12,Lead,3,10,July,2003,2003
27520,300923,1.359,Busarakhan,2003-07-12,Lead,3,10,July,2003,2003
27543,303322,1.695,Kannika,2003-07-24,Lead,3,10,July,2003,2003
27566,303682,1.925,Kannika,2003-07-24,Lead,3,10,July,2003,2003
27589,304030,2.073,Kannika,2003-07-24,Lead,3,10,July,2003,2003
27612,304389,1.879,Sakda,2003-07-24,Lead,3,10,July,2003,2003
27635,304728,0.9259999999999999,Sakda,2003-07-24,Lead,3,10,July,2003,2003
27658,305073,1.625,Sakda,2003-07-24,Lead,3,10,July,2003,2003
27685,293172,7.12,Boonsri,2003-07-25,Lead,3,10,July,2003,2003
27711,293790,4.23,Boonsri,2003-07-25,Lead,3,10,July,2003,2003
27737,294408,5.91,Boonsri,2003-07-25,Lead,3,10,July,2003,2003
27763,298128,9.21,Kohsoom,2003-07-26,Lead,3,10,July,2003,2003
27881,298173,222.94,Kohsoom,2003-08-15,Lead,3,10,August,2003,2003
27903,298749,9.78,Chai,2003-08-15,Lead,3,10,August,2003,2003
27925,300097,9.86,Chai,2003-08-15,Lead,3,10,August,2003,2003
27947,300561,15.45,Somchair,2003-08-15,Lead,3,10,August,2003,2003
27969,300935,12.21,Busarakhan,2003-08-15,Lead,3,10,August,2003,2003
27991,303334,26.15,Kannika,2003-08-15,Lead,3,10,August,2003,2003
28012,304041,59.53,Kannika,2003-08-15,Lead,3,10,August,2003,2003
28033,305085,22.84,Sakda,2003-08-15,Lead,3,10,August,2003,2003
28186,303372,0.182,Kannika,2003-08-27,Lead,3,10,August,2003,2003
28208,303710,0.308,Kannika,2003-08-27,Lead,3,10,August,2003,2003
28230,304078,0.172,Kannika,2003-08-27,Lead,3,10,August,2003,2003
28302,304416,0.7140000000000001,Sakda,2003-08-28,Lead,3,10,August,2003,2003
28323,304755,0.419,Sakda,2003-08-28,Lead,3,10,August,2003,2003
28344,305122,0.132,Sakda,2003-08-28,Lead,3,10,August,2003,2003
28416,298213,4.409,Kohsoom,2003-09-13,Lead,3,10,September,2003,2003
28454,299497,2.991,Chai,2003-09-13,Lead,3,10,September,2003,2003
28494,300625,4.24,Somchair,2003-09-15,Lead,3,10,September,2003,2003
28519,300999,9.91,Busarakhan,2003-09-16,Lead,3,10,September,2003,2003
28559,303736,4.558,Kannika,2003-09-17,Lead,3,10,September,2003,2003
28616,304781,8.863999999999999,Sakda,2003-09-18,Lead,3,10,September,2003,2003
28657,298857,9.59,Chai,2003-10-08,Lead,3,10,October,2003,2003
28685,299527,6.48,Chai,2003-10-08,Lead,3,10,October,2003,2003
28712,300205,3.04,Chai,2003-10-08,Lead,3,10,October,2003,2003
28741,293254,5.94,Boonsri,2003-10-09,Lead,3,10,October,2003,2003
28771,293872,4.64,Boonsri,2003-10-09,Lead,3,10,October,2003,2003
28801,294490,3.57,Boonsri,2003-10-09,Lead,3,10,October,2003,2003
28829,300655,1.58,Somchair,2003-10-09,Lead,3,10,October,2003,2003
28856,301028,10.37,Busarakhan,2003-10-09,Lead,3,10,October,2003,2003
28883,298889,3.49,Chai,2003-10-12,Lead,3,10,October,2003,2003
28907,299558,2.08,Chai,2003-10-12,Lead,3,10,October,2003,2003
28931,300236,3.21,Chai,2003-10-12,Lead,3,10,October,2003,2003
28957,293289,1.36,Boonsri,2003-10-23,Lead,3,10,October,2003,2003
28983,293907,1.12,Boonsri,2003-10-23,Lead,3,10,October,2003,2003
29009,294525,1.54,Boonsri,2003-10-23,Lead,3,10,October,2003,2003
29033,304463,1.56,Sakda,2003-10-23,Lead,3,10,October,2003,2003
29060,304810,6.59,Sakda,2003-10-23,Lead,3,10,October,2003,2003
29087,305169,3.97,Sakda,2003-10-23,Lead,3,10,October,2003,2003
29134,303419,3.35,Kannika,2003-10-25,Lead,3,10,October,2003,2003
29161,303766,6.55,Kannika,2003-10-25,Lead,3,10,October,2003,2003
29188,304125,0.45,Kannika,2003-10-25,Lead,3,10,October,2003,2003
29217,293320,2.94,Boonsri,2003-11-13,Lead,3,10,November,2003,2003
29248,293938,0.45,Boonsri,2003-11-13,Lead,3,10,November,2003,2003
29279,294556,2.86,Boonsri,2003-11-13,Lead,3,10,November,2003,2003
29306,298915,13.62,Chai,2003-11-19,Lead,3,10,November,2003,2003
29332,299584,5.74,Chai,2003-11-19,Lead,3,10,November,2003,2003
29358,300262,2.81,Chai,2003-11-19,Lead,3,10,November,2003,2003
29385,303449,2.09,Kannika,2003-11-20,Lead,3,10,November,2003,2003
29409,303796,3.06,Kannika,2003-11-20,Lead,3,10,November,2003,2003
29432,304155,2.91,Kannika,2003-11-20,Lead,3,10,November,2003,2003
29455,304493,1.42,Sakda,2003-11-20,Lead,3,10,November,2003,2003
29479,304840,3.41,Sakda,2003-11-20,Lead,3,10,November,2003,2003
29502,305199,1.43,Sakda,2003-11-20,Lead,3,10,November,2003,2003
29525,300685,1.67,Somchair,2003-11-22,Lead,3,10,November,2003,2003
29549,301058,2.94,Busarakhan,2003-11-22,Lead,3,10,November,2003,2003
29576,293356,1.59,Boonsri,2003-11-27,Lead,3,10,November,2003,2003
29602,293974,3.02,Boonsri,2003-11-27,Lead,3,10,November,2003,2003
29628,294592,2.93,Boonsri,2003-11-27,Lead,3,10,November,2003,2003
29647,298942,3.13,Chai,2003-11-28,Lead,3,10,November,2003,2003
29666,299611,3.66,Chai,2003-11-28,Lead,3,10,November,2003,2003
29684,300289,2.33,Chai,2003-11-28,Lead,3,10,November,2003,2003
29708,298267,1.68,Kohsoom,2003-11-29,Lead,3,10,November,2003,2003
29737,293387,2.25,Boonsri,2003-12-04,Lead,3,10,December,2003,2003
29765,294005,2.2,Boonsri,2003-12-04,Lead,3,10,December,2003,2003
29793,294623,2.62,Boonsri,2003-12-04,Lead,3,10,December,2003,2003
29884,293420,0.9159999999999999,Boonsri,2003-12-18,Lead,3,10,December,2003,2003
29910,294038,1.5219999999999998,Boonsri,2003-12-18,Lead,3,10,December,2003,2003
29936,294656,1.607,Boonsri,2003-12-18,Lead,3,10,December,2003,2003
30078,298301,6.52,Kohsoom,2003-12-20,Lead,3,10,December,2003,2003
30174,511281,9.23,Chai,2004-01-22,Lead,3,10,January,2004,2004
30204,512272,2.53,Chai,2004-01-22,Lead,3,10,January,2004,2004
30234,513425,9.98,Chai,2004-01-22,Lead,3,10,January,2004,2004
30263,514409,8.07,Somchair,2004-01-23,Lead,3,10,January,2004,2004
30289,515162,8.18,Busarakhan,2004-01-23,Lead,3,10,January,2004,2004
30373,520707,10.3,Sakda,2004-01-29,Lead,3,10,January,2004,2004
30400,521419,11.1,Sakda,2004-01-29,Lead,3,10,January,2004,2004
30427,522209,10.41,Sakda,2004-01-29,Lead,3,10,January,2004,2004
30450,511319,4.03,Chai,2004-01-30,Lead,3,10,January,2004,2004
30471,512310,5.59,Chai,2004-01-30,Lead,3,10,January,2004,2004
30492,513463,7.6,Chai,2004-01-30,Lead,3,10,January,2004,2004
30538,501181,9.57,Boonsri,2004-02-12,Lead,3,10,February,2004,2004
30567,502312,5.09,Boonsri,2004-02-12,Lead,3,10,February,2004,2004
30596,503526,13.0,Boonsri,2004-02-12,Lead,3,10,February,2004,2004
30621,511349,7.13,Chai,2004-02-13,Lead,3,10,February,2004,2004
30650,512345,12.19,Chai,2004-02-13,Lead,3,10,February,2004,2004
30678,513493,3.12,Chai,2004-02-13,Lead,3,10,February,2004,2004
30697,514431,3.96,Somchair,2004-02-14,Lead,3,10,February,2004,2004
30719,515195,5.2,Busarakhan,2004-02-14,Lead,3,10,February,2004,2004
30747,518651,6.32,Kannika,2004-02-19,Lead,3,10,February,2004,2004
30775,519316,3.83,Kannika,2004-02-19,Lead,3,10,February,2004,2004
30801,520040,4.46,Kannika,2004-02-19,Lead,3,10,February,2004,2004
30828,520738,13.03,Sakda,2004-02-19,Lead,3,10,February,2004,2004
30856,521455,4.06,Sakda,2004-02-19,Lead,3,10,February,2004,2004
30883,522240,2.67,Sakda,2004-02-19,Lead,3,10,February,2004,2004
30907,511378,3.55,Chai,2004-02-22,Lead,3,10,February,2004,2004
30927,512382,2.36,Chai,2004-02-22,Lead,3,10,February,2004,2004
30946,513523,3.96,Chai,2004-02-22,Lead,3,10,February,2004,2004
30971,501218,6.09,Boonsri,2004-02-26,Lead,3,10,February,2004,2004
31000,502351,9.25,Boonsri,2004-02-26,Lead,3,10,February,2004,2004
31028,503559,8.75,Boonsri,2004-02-26,Lead,3,10,February,2004,2004
31057,510475,7.52,Kohsoom,2004-02-28,Lead,3,10,February,2004,2004
31146,511405,2.372,Chai,2004-03-12,Lead,3,10,March,2004,2004
31202,513549,5.825,Chai,2004-03-12,Lead,3,10,March,2004,2004
31231,514465,2.8489999999999998,Somchair,2004-03-14,Lead,3,10,March,2004,2004
31256,515237,5.1080000000000005,Busarakhan,2004-03-14,Lead,3,10,March,2004,2004
31280,520771,5.513999999999999,Sakda,2004-03-19,Lead,3,10,March,2004,2004
31305,521496,2.122,Sakda,2004-03-19,Lead,3,10,March,2004,2004
31330,522273,2.137,Sakda,2004-03-19,Lead,3,10,March,2004,2004
31354,511438,14.79,Chai,2004-03-21,Lead,3,10,March,2004,2004
31379,512457,2.45,Chai,2004-03-21,Lead,3,10,March,2004,2004
31403,513582,5.825,Chai,2004-03-21,Lead,3,10,March,2004,2004
31429,501277,1.828,Boonsri,2004-03-26,Lead,3,10,March,2004,2004
31457,502426,2.177,Boonsri,2004-03-26,Lead,3,10,March,2004,2004
31485,503618,2.6289999999999996,Boonsri,2004-03-26,Lead,3,10,March,2004,2004
31514,510515,4.638,Kohsoom,2004-03-28,Lead,3,10,March,2004,2004
31583,501308,3.767,Boonsri,2004-04-09,Lead,3,10,April,2004,2004
31610,502466,2.841,Boonsri,2004-04-09,Lead,3,10,April,2004,2004
31636,503650,3.02,Boonsri,2004-04-09,Lead,3,10,April,2004,2004
31660,511467,2.532,Chai,2004-04-12,Lead,3,10,April,2004,2004
31689,512494,4.898,Chai,2004-04-12,Lead,3,10,April,2004,2004
31717,513610,5.327000000000001,Chai,2004-04-12,Lead,3,10,April,2004,2004
31746,514502,6.33,Somchair,2004-04-16,Lead,3,10,April,2004,2004
31770,515275,3.031,Busarakhan,2004-04-16,Lead,3,10,April,2004,2004
31789,511495,2.7030000000000003,Chai,2004-04-22,Lead,3,10,April,2004,2004
31807,512530,5.692,Chai,2004-04-22,Lead,3,10,April,2004,2004
31824,513638,10.68,Chai,2004-04-22,Lead,3,10,April,2004,2004
31850,501340,3.878,Boonsri,2004-04-23,Lead,3,10,April,2004,2004
31877,502506,2.275,Boonsri,2004-04-23,Lead,3,10,April,2004,2004
31903,503682,2.735,Boonsri,2004-04-23,Lead,3,10,April,2004,2004
31926,520801,4.667,Sakda,2004-04-23,Lead,3,10,April,2004,2004
31952,521535,2.2430000000000003,Sakda,2004-04-23,Lead,3,10,April,2004,2004
31975,522303,2.688,Sakda,2004-04-23,Lead,3,10,April,2004,2004
31998,518703,2.505,Kannika,2004-04-24,Lead,3,10,April,2004,2004
32021,519375,2.29,Kannika,2004-04-24,Lead,3,10,April,2004,2004
32043,520093,2.537,Kannika,2004-04-24,Lead,3,10,April,2004,2004
32072,510556,4.678999999999999,Kohsoom,2004-04-25,Lead,3,10,April,2004,2004
32091,501364,0.504,Boonsri,2004-05-07,Lead,3,10,May,2004,2004
32112,502538,0.413,Boonsri,2004-05-07,Lead,3,10,May,2004,2004
32132,503706,1.7790000000000001,Boonsri,2004-05-07,Lead,3,10,May,2004,2004
32156,511521,1.4909999999999999,Chai,2004-05-16,Lead,3,10,May,2004,2004
32183,512564,1.149,Chai,2004-05-16,Lead,3,10,May,2004,2004
32208,513665,2.9139999999999997,Chai,2004-05-16,Lead,3,10,May,2004,2004
32232,518730,0.439,Kannika,2004-05-22,Lead,4,10,May,2004,2004
32259,519410,0.682,Kannika,2004-05-22,Lead,4,10,May,2004,2004
32284,520123,0.7020000000000001,Kannika,2004-05-22,Lead,4,10,May,2004,2004
32310,520831,1.7690000000000001,Sakda,2004-05-22,Lead,4,10,May,2004,2004
32336,521571,0.8270000000000001,Sakda,2004-05-22,Lead,4,10,May,2004,2004
32362,522331,1.3130000000000002,Sakda,2004-05-22,Lead,4,10,May,2004,2004
32391,501396,6.4879999999999995,Boonsri,2004-05-28,Lead,4,10,May,2004,2004
32420,502578,1.713,Boonsri,2004-05-28,Lead,4,10,May,2004,2004
32448,503738,1.13,Boonsri,2004-05-28,Lead,4,10,May,2004,2004
32467,511546,3.608,Chai,2004-05-29,Lead,4,10,May,2004,2004
32481,512593,2.8789999999999996,Chai,2004-05-29,Lead,4,10,May,2004,2004
32497,513688,2.573,Chai,2004-05-29,Lead,4,10,May,2004,2004
32522,510595,3.9419999999999997,Kohsoom,2004-05-30,Lead,4,10,May,2004,2004
32548,514538,1.33,Somchair,2004-05-30,Lead,4,10,May,2004,2004
32574,515311,1.1340000000000001,Busarakhan,2004-05-30,Lead,4,10,May,2004,2004
32603,501430,2.048,Boonsri,2004-06-11,Lead,4,10,June,2004,2004
32633,502614,2.283,Boonsri,2004-06-11,Lead,4,10,June,2004,2004
32663,503771,2.492,Boonsri,2004-06-11,Lead,4,11,June,2004,2004
32688,518762,5.86,Kannika,2004-06-12,Lead,4,11,June,2004,2004
32713,519449,8.699,Kannika,2004-06-12,Lead,4,11,June,2004,2004
32737,520155,4.692,Kannika,2004-06-12,Lead,4,11,June,2004,2004
32761,520862,3.989,Sakda,2004-06-12,Lead,4,11,June,2004,2004
32786,521611,3.432,Sakda,2004-06-12,Lead,4,11,June,2004,2004
32810,522363,13.18,Sakda,2004-06-12,Lead,4,11,June,2004,2004
32834,511570,1.225,Chai,2004-06-18,Lead,4,11,June,2004,2004
32860,512627,1.55,Chai,2004-06-18,Lead,4,11,June,2004,2004
32884,513713,1.077,Chai,2004-06-18,Lead,4,11,June,2004,2004
32909,514576,1.042,Somchair,2004-06-19,Lead,4,11,June,2004,2004
32934,515351,1.08,Busarakhan,2004-06-19,Lead,4,11,June,2004,2004
32961,501465,1.109,Boonsri,2004-06-25,Lead,4,11,June,2004,2004
32988,502649,1.3219999999999998,Boonsri,2004-06-25,Lead,4,11,June,2004,2004
33014,503804,2.938,Boonsri,2004-06-25,Lead,4,11,June,2004,2004
33040,510629,9.058,Kohsoom,2004-06-27,Lead,4,11,June,2004,2004
33058,511594,12.8,Chai,2004-06-27,Lead,4,11,June,2004,2004
33077,512657,15.94,Chai,2004-06-27,Lead,4,11,June,2004,2004
33096,513736,2.108,Chai,2004-06-27,Lead,4,11,June,2004,2004
33121,514611,1.515,Somchair,2004-07-02,Lead,4,11,July,2004,2004
33146,515387,4.181,Busarakhan,2004-07-02,Lead,4,11,July,2004,2004
33173,501496,2.969,Boonsri,2004-07-09,Lead,4,11,July,2004,2004
33204,502685,2.6289999999999996,Boonsri,2004-07-09,Lead,4,11,July,2004,2004
33235,503835,6.657,Boonsri,2004-07-09,Lead,4,11,July,2004,2004
33263,518790,1.04,Kannika,2004-07-10,Lead,4,11,July,2004,2004
33290,519485,3.964,Kannika,2004-07-10,Lead,4,11,July,2004,2004
33314,520184,4.252,Kannika,2004-07-10,Lead,4,11,July,2004,2004
33338,520891,3.029,Sakda,2004-07-10,Lead,4,11,July,2004,2004
33364,521647,2.112,Sakda,2004-07-10,Lead,4,11,July,2004,2004
33388,522392,1.9869999999999999,Sakda,2004-07-10,Lead,4,11,July,2004,2004
33413,511621,5.271,Chai,2004-07-12,Lead,4,11,July,2004,2004
33439,512692,1.074,Chai,2004-07-12,Lead,4,11,July,2004,2004
33464,513764,3.782,Chai,2004-07-12,Lead,4,11,July,2004,2004
33485,511645,2.615,Chai,2004-07-18,Lead,4,11,July,2004,2004
33505,512724,1.982,Chai,2004-07-18,Lead,4,11,July,2004,2004
33523,513789,1.6740000000000002,Chai,2004-07-18,Lead,4,11,July,2004,2004
33549,501531,1.705,Boonsri,2004-07-23,Lead,4,11,July,2004,2004
33580,502729,1.101,Boonsri,2004-07-23,Lead,4,11,July,2004,2004
33610,503872,1.044,Boonsri,2004-07-23,Lead,4,11,July,2004,2004
33641,510665,6.125,Kohsoom,2004-07-25,Lead,4,11,July,2004,2004
33670,501565,6.31,Boonsri,2004-08-13,Lead,4,11,August,2004,2004
33700,502771,4.85,Boonsri,2004-08-13,Lead,4,11,August,2004,2004
33729,503906,4.96,Boonsri,2004-08-13,Lead,4,11,August,2004,2004
33756,511673,3.361,Chai,2004-08-13,Lead,4,11,August,2004,2004
33782,512759,7.154,Chai,2004-08-13,Lead,4,11,August,2004,2004
33806,513816,5.955,Chai,2004-08-13,Lead,4,11,August,2004,2004
