id,value,location,sample_date,measure,Month,Day,MonthName,Year,year
97720,22.0,Boonsri,2000-07-14,Lead,2,7,July,2000,2000
98509,18.0,Boonsri,2000-07-14,Lead,2,7,July,2000,2000
104037,24.32,Kohsoom,2000-07-15,Lead,2,7,July,2000,2000
104842,20.9,Chai,2000-07-15,Lead,2,7,July,2000,2000
107228,22.2,Somchair,2000-07-15,Lead,2,7,July,2000,2000
108036,20.2,Busarakhan,2000-07-15,Lead,2,7,July,2000,2000
112469,46.22,Kannika,2000-07-15,Lead,2,7,July,2000,2000
114865,35.64,Sakda,2000-07-15,Lead,2,7,July,2000,2000
104063,39.05,Kohsoom,2000-07-16,Lead,2,7,July,2000,2000
104867,34.0,Chai,2000-07-21,Lead,2,7,July,2000,2000
105668,20.0,Chai,2000-07-21,Lead,2,7,July,2000,2000
106459,26.0,Chai,2000-07-21,Lead,2,7,July,2000,2000
107254,30.0,Somchair,2000-07-27,Lead,2,7,July,2000,2000
108062,24.0,Busarakhan,2000-07-28,Lead,2,7,July,2000,2000
110891,20.0,Kannika,2000-07-28,Lead,2,7,July,2000,2000
111693,16.0,Kannika,2000-07-28,Lead,2,7,July,2000,2000
112494,32.0,Kannika,2000-07-28,Lead,2,7,July,2000,2000
113289,23.0,Sakda,2000-07-29,Lead,2,7,July,2000,2000
114091,30.0,Sakda,2000-07-29,Lead,2,7,July,2000,2000
114890,17.0,Sakda,2000-07-29,Lead,2,7,July,2000,2000
104078,12.0,Kohsoom,2000-08-15,Lead,2,7,August,2000,2000
104883,91.0,Chai,2000-08-15,Lead,2,7,August,2000,2000
107268,30.0,Somchair,2000-08-15,Lead,2,7,August,2000,2000
108076,17.0,Busarakhan,2000-08-15,Lead,2,7,August,2000,2000
110906,12.0,Kannika,2000-08-15,Lead,2,7,August,2000,2000
113304,10.5,Sakda,2000-08-15,Lead,2,7,August,2000,2000
96963,82.0,Boonsri,2000-08-17,Lead,2,7,August,2000,2000
97755,31.0,Boonsri,2000-08-17,Lead,2,7,August,2000,2000
98544,17.0,Boonsri,2000-08-17,Lead,2,7,August,2000,2000
104104,96.0,Kohsoom,2000-08-25,Lead,2,7,August,2000,2000
104909,58.0,Chai,2000-08-26,Lead,2,7,August,2000,2000
105700,49.0,Chai,2000-08-26,Lead,2,7,August,2000,2000
106491,25.0,Chai,2000-08-26,Lead,2,7,August,2000,2000
107294,93.0,Somchair,2000-08-27,Lead,2,7,August,2000,2000
108102,51.0,Busarakhan,2000-08-28,Lead,2,7,August,2000,2000
110932,38.0,Kannika,2000-08-28,Lead,2,7,August,2000,2000
111728,42.0,Kannika,2000-08-28,Lead,2,7,August,2000,2000
112529,36.0,Kannika,2000-08-28,Lead,2,7,August,2000,2000
113330,39.0,Sakda,2000-08-29,Lead,2,7,August,2000,2000
114126,45.0,Sakda,2000-08-29,Lead,2,7,August,2000,2000
114925,47.0,Sakda,2000-08-29,Lead,2,7,August,2000,2000
96997,19.0,Boonsri,2000-09-08,Lead,2,7,September,2000,2000
97790,62.0,Boonsri,2000-09-08,Lead,2,7,September,2000,2000
98578,37.0,Boonsri,2000-09-08,Lead,2,7,September,2000,2000
104140,33.0,Kohsoom,2000-09-10,Lead,2,7,September,2000,2000
113365,12.0,Sakda,2000-09-21,Lead,2,7,September,2000,2000
114160,25.0,Sakda,2000-09-21,Lead,2,7,September,2000,2000
114959,47.0,Sakda,2000-09-21,Lead,2,7,September,2000,2000
104943,51.0,Chai,2000-09-23,Lead,2,7,September,2000,2000
105735,40.0,Chai,2000-09-23,Lead,2,7,September,2000,2000
106526,10.0,Chai,2000-09-23,Lead,2,7,September,2000,2000
110966,15.0,Kannika,2000-09-23,Lead,2,7,September,2000,2000
111763,12.0,Kannika,2000-09-23,Lead,2,7,September,2000,2000
112563,11.0,Kannika,2000-09-23,Lead,2,7,September,2000,2000
107328,12.0,Somchair,2000-09-24,Lead,2,7,September,2000,2000
108138,38.0,Busarakhan,2000-09-24,Lead,2,7,September,2000,2000
97031,13.0,Boonsri,2000-10-06,Lead,2,7,October,2000,2000
97824,11.0,Boonsri,2000-10-06,Lead,2,7,October,2000,2000
98612,15.0,Boonsri,2000-10-06,Lead,2,7,October,2000,2000
104175,16.0,Kohsoom,2000-10-15,Lead,2,7,October,2000,2000
104978,20.0,Chai,2000-10-16,Lead,2,7,October,2000,2000
105770,18.0,Chai,2000-10-16,Lead,2,7,October,2000,2000
106558,23.0,Chai,2000-10-16,Lead,2,7,October,2000,2000
107363,27.0,Somchair,2000-10-17,Lead,2,7,October,2000,2000
108173,66.0,Busarakhan,2000-10-18,Lead,2,7,October,2000,2000
111000,22.0,Kannika,2000-10-18,Lead,2,7,October,2000,2000
111798,28.0,Kannika,2000-10-18,Lead,2,7,October,2000,2000
112597,16.0,Kannika,2000-10-18,Lead,2,7,October,2000,2000
113399,20.0,Sakda,2000-10-19,Lead,2,7,October,2000,2000
114194,33.0,Sakda,2000-10-19,Lead,2,7,October,2000,2000
114993,11.0,Sakda,2000-10-19,Lead,2,7,October,2000,2000
97066,16.0,Boonsri,2000-11-10,Lead,2,7,November,2000,2000
97859,14.0,Boonsri,2000-11-10,Lead,2,7,November,2000,2000
98647,20.0,Boonsri,2000-11-10,Lead,2,7,November,2000,2000
104209,17.0,Kohsoom,2000-11-12,Lead,2,7,November,2000,2000
105013,15.0,Chai,2000-11-18,Lead,2,7,November,2000,2000
105805,10.0,Chai,2000-11-18,Lead,2,7,November,2000,2000
106592,18.0,Chai,2000-11-18,Lead,2,7,November,2000,2000
107398,18.0,Somchair,2000-11-23,Lead,2,7,November,2000,2000
113434,17.0,Sakda,2000-11-23,Lead,2,7,November,2000,2000
114229,6.0,Sakda,2000-11-23,Lead,2,7,November,2000,2000
115028,14.0,Sakda,2000-11-23,Lead,2,7,November,2000,2000
108207,15.0,Busarakhan,2000-11-24,Lead,2,7,November,2000,2000
111036,9.0,Kannika,2000-11-25,Lead,2,7,November,2000,2000
111833,19.0,Kannika,2000-11-25,Lead,2,7,November,2000,2000
112632,14.0,Kannika,2000-11-25,Lead,2,7,November,2000,2000
105047,15.0,Chai,2000-12-03,Lead,2,7,December,2000,2000
105839,13.0,Chai,2000-12-03,Lead,2,7,December,2000,2000
106625,24.0,Chai,2000-12-03,Lead,2,7,December,2000,2000
107432,41.0,Somchair,2000-12-04,Lead,2,7,December,2000,2000
108240,18.0,Busarakhan,2000-12-04,Lead,2,7,December,2000,2000
97100,12.0,Boonsri,2000-12-08,Lead,2,7,December,2000,2000
97892,20.0,Boonsri,2000-12-08,Lead,2,7,December,2000,2000
98680,13.0,Boonsri,2000-12-08,Lead,2,7,December,2000,2000
104243,16.0,Kohsoom,2000-12-10,Lead,2,7,December,2000,2000
111070,15.0,Kannika,2000-12-30,Lead,2,7,December,2000,2000
111867,13.0,Kannika,2000-12-30,Lead,2,7,December,2000,2000
112666,12.0,Kannika,2000-12-30,Lead,2,7,December,2000,2000
113468,14.0,Sakda,2000-12-30,Lead,2,7,December,2000,2000
114263,19.0,Sakda,2000-12-30,Lead,2,7,December,2000,2000
115062,13.0,Sakda,2000-12-30,Lead,2,7,December,2000,2000
166047,3.0,Chai,2001-01-16,Lead,2,7,January,2001,2001
166766,3.0,Chai,2001-01-16,Lead,2,7,January,2001,2001
167482,7.0,Chai,2001-01-16,Lead,2,7,January,2001,2001
168198,5.0,Somchair,2001-01-17,Lead,2,7,January,2001,2001
168905,2.0,Busarakhan,2001-01-17,Lead,2,7,January,2001,2001
173723,3.0,Sakda,2001-01-25,Lead,2,7,January,2001,2001
174469,3.0,Sakda,2001-01-25,Lead,2,7,January,2001,2001
175215,4.0,Sakda,2001-01-25,Lead,2,7,January,2001,2001
171494,3.0,Kannika,2001-01-27,Lead,2,7,January,2001,2001
172238,3.0,Kannika,2001-01-27,Lead,2,7,January,2001,2001
172981,2.0,Kannika,2001-01-27,Lead,2,7,January,2001,2001
165294,3.0,Kohsoom,2001-01-28,Lead,2,7,January,2001,2001
166081,3.0,Chai,2001-02-17,Lead,2,7,February,2001,2001
166800,3.0,Chai,2001-02-17,Lead,2,7,February,2001,2001
167516,8.0,Chai,2001-02-17,Lead,2,7,February,2001,2001
165330,3.0,Kohsoom,2001-02-18,Lead,2,7,February,2001,2001
168230,4.0,Somchair,2001-02-18,Lead,2,7,February,2001,2001
168938,2.0,Busarakhan,2001-02-18,Lead,2,7,February,2001,2001
173758,3.0,Sakda,2001-02-22,Lead,2,7,February,2001,2001
174504,3.0,Sakda,2001-02-22,Lead,2,7,February,2001,2001
175250,3.0,Sakda,2001-02-22,Lead,2,7,February,2001,2001
171529,2.0,Kannika,2001-02-24,Lead,2,7,February,2001,2001
172273,3.0,Kannika,2001-02-24,Lead,2,7,February,2001,2001
173016,4.0,Kannika,2001-02-24,Lead,2,7,February,2001,2001
165366,2.0,Kohsoom,2001-03-18,Lead,2,7,March,2001,2001
173795,2.0,Sakda,2001-03-22,Lead,2,7,March,2001,2001
174541,3.0,Sakda,2001-03-22,Lead,2,7,March,2001,2001
175287,2.0,Sakda,2001-03-22,Lead,2,7,March,2001,2001
171566,5.0,Kannika,2001-03-25,Lead,2,7,March,2001,2001
172310,2.0,Kannika,2001-03-25,Lead,2,7,March,2001,2001
173053,2.0,Kannika,2001-03-25,Lead,2,7,March,2001,2001
166118,3.0,Chai,2001-03-31,Lead,2,8,March,2001,2001
166837,4.0,Chai,2001-03-31,Lead,2,8,March,2001,2001
167553,2.0,Chai,2001-03-31,Lead,2,8,March,2001,2001
168267,2.0,Somchair,2001-03-31,Lead,2,8,March,2001,2001
168975,2.0,Busarakhan,2001-03-31,Lead,2,8,March,2001,2001
158862,15.0,Boonsri,2001-04-19,Lead,2,8,April,2001,2001
160231,19.0,Boonsri,2001-04-19,Lead,2,8,April,2001,2001
165400,20.0,Kohsoom,2001-04-27,Lead,2,8,April,2001,2001
166155,5.0,Chai,2001-04-27,Lead,2,8,April,2001,2001
166874,15.0,Chai,2001-04-27,Lead,2,8,April,2001,2001
167590,6.0,Chai,2001-04-27,Lead,2,8,April,2001,2001
168304,20.0,Somchair,2001-04-29,Lead,2,8,April,2001,2001
169012,15.0,Busarakhan,2001-04-29,Lead,2,8,April,2001,2001
171603,32.0,Kannika,2001-04-29,Lead,2,8,April,2001,2001
172347,31.0,Kannika,2001-04-29,Lead,2,8,April,2001,2001
173090,17.0,Kannika,2001-04-29,Lead,2,8,April,2001,2001
173832,14.0,Sakda,2001-04-30,Lead,2,8,April,2001,2001
174578,11.0,Sakda,2001-04-30,Lead,2,8,April,2001,2001
175324,16.0,Sakda,2001-04-30,Lead,2,8,April,2001,2001
158896,34.0,Boonsri,2001-05-04,Lead,2,8,May,2001,2001
159581,24.0,Boonsri,2001-05-04,Lead,2,8,May,2001,2001
160264,19.0,Boonsri,2001-05-04,Lead,2,8,May,2001,2001
165435,14.0,Kohsoom,2001-05-13,Lead,2,8,May,2001,2001
166190,38.0,Chai,2001-05-27,Lead,2,8,May,2001,2001
166909,12.0,Chai,2001-05-27,Lead,2,8,May,2001,2001
167625,13.0,Chai,2001-05-27,Lead,2,8,May,2001,2001
171638,18.0,Kannika,2001-05-27,Lead,2,8,May,2001,2001
172382,13.0,Kannika,2001-05-27,Lead,2,8,May,2001,2001
173125,16.0,Kannika,2001-05-27,Lead,2,8,May,2001,2001
173867,22.0,Sakda,2001-05-27,Lead,2,8,May,2001,2001
174613,19.0,Sakda,2001-05-27,Lead,2,8,May,2001,2001
175359,31.0,Sakda,2001-05-27,Lead,2,8,May,2001,2001
168340,18.0,Somchair,2001-05-28,Lead,2,8,May,2001,2001
169047,13.0,Busarakhan,2001-05-28,Lead,2,8,May,2001,2001
158930,31.0,Boonsri,2001-06-06,Lead,2,8,June,2001,2001
159612,19.0,Boonsri,2001-06-06,Lead,2,8,June,2001,2001
160295,28.0,Boonsri,2001-06-06,Lead,2,8,June,2001,2001
165472,30.0,Kohsoom,2001-06-19,Lead,2,8,June,2001,2001
166227,15.0,Chai,2001-06-19,Lead,2,8,June,2001,2001
166946,25.0,Chai,2001-06-19,Lead,2,8,June,2001,2001
167661,61.0,Chai,2001-06-19,Lead,2,8,June,2001,2001
168377,38.0,Somchair,2001-06-21,Lead,2,8,June,2001,2001
169084,12.0,Busarakhan,2001-06-21,Lead,2,8,June,2001,2001
171675,15.0,Kannika,2001-06-21,Lead,2,8,June,2001,2001
172419,4.5,Kannika,2001-06-21,Lead,2,8,June,2001,2001
173162,6.5,Kannika,2001-06-21,Lead,2,8,June,2001,2001
173904,15.0,Sakda,2001-06-21,Lead,2,8,June,2001,2001
174650,10.0,Sakda,2001-06-21,Lead,2,8,June,2001,2001
175396,9.5,Sakda,2001-06-21,Lead,2,8,June,2001,2001
166265,53.02,Chai,2001-07-07,Lead,2,8,July,2001,2001
166984,56.25,Chai,2001-07-07,Lead,2,8,July,2001,2001
167699,29.2,Chai,2001-07-07,Lead,2,8,July,2001,2001
158967,21.23,Boonsri,2001-07-27,Lead,2,8,July,2001,2001
159649,26.43,Boonsri,2001-07-27,Lead,2,8,July,2001,2001
160332,81.24,Boonsri,2001-07-27,Lead,2,8,July,2001,2001
165510,44.52,Kohsoom,2001-07-27,Lead,2,8,July,2001,2001
171712,19.0,Kannika,2001-07-27,Lead,2,8,July,2001,2001
172454,35.13,Kannika,2001-07-27,Lead,2,8,July,2001,2001
173199,39.7,Kannika,2001-07-27,Lead,2,8,July,2001,2001
173942,31.55,Sakda,2001-07-27,Lead,2,8,July,2001,2001
174687,16.35,Sakda,2001-07-27,Lead,2,8,July,2001,2001
175434,48.36,Sakda,2001-07-27,Lead,2,8,July,2001,2001
168414,38.38,Somchair,2001-07-28,Lead,2,8,July,2001,2001
169121,11.48,Busarakhan,2001-07-28,Lead,2,8,July,2001,2001
158997,15.39,Boonsri,2001-08-04,Lead,2,8,August,2001,2001
159679,14.54,Boonsri,2001-08-04,Lead,2,8,August,2001,2001
160364,15.1,Boonsri,2001-08-04,Lead,2,8,August,2001,2001
165543,41.46,Kohsoom,2001-08-26,Lead,2,8,August,2001,2001
166299,19.59,Chai,2001-08-26,Lead,2,8,August,2001,2001
167017,19.15,Chai,2001-08-26,Lead,2,8,August,2001,2001
167733,17.59,Chai,2001-08-26,Lead,2,8,August,2001,2001
168447,29.76,Somchair,2001-08-28,Lead,2,8,August,2001,2001
169152,21.03,Busarakhan,2001-08-28,Lead,2,8,August,2001,2001
171744,21.12,Kannika,2001-08-28,Lead,2,8,August,2001,2001
172486,24.91,Kannika,2001-08-28,Lead,2,8,August,2001,2001
173230,19.49,Kannika,2001-08-28,Lead,2,8,August,2001,2001
173974,19.1,Sakda,2001-08-29,Lead,2,8,August,2001,2001
174718,22.74,Sakda,2001-08-29,Lead,2,8,August,2001,2001
175464,19.55,Sakda,2001-08-29,Lead,2,8,August,2001,2001
159032,29.23,Boonsri,2001-09-14,Lead,2,8,September,2001,2001
159713,4.74,Boonsri,2001-09-14,Lead,2,8,September,2001,2001
160399,8.34,Boonsri,2001-09-14,Lead,2,8,September,2001,2001
166335,3.32,Chai,2001-09-22,Lead,2,8,September,2001,2001
167053,5.97,Chai,2001-09-22,Lead,2,8,September,2001,2001
167768,5.84,Chai,2001-09-22,Lead,2,8,September,2001,2001
169188,4.37,Busarakhan,2001-09-23,Lead,2,8,September,2001,2001
171778,4.01,Kannika,2001-09-25,Lead,2,8,September,2001,2001
172520,6.81,Kannika,2001-09-25,Lead,2,8,September,2001,2001
173263,3.53,Kannika,2001-09-25,Lead,2,8,September,2001,2001
174009,4.07,Sakda,2001-09-25,Lead,2,8,September,2001,2001
174753,6.41,Sakda,2001-09-25,Lead,2,8,September,2001,2001
175497,6.86,Sakda,2001-09-25,Lead,2,8,September,2001,2001
159063,4.26,Boonsri,2001-10-12,Lead,2,8,October,2001,2001
159744,8.97,Boonsri,2001-10-12,Lead,2,8,October,2001,2001
160428,27.77,Boonsri,2001-10-12,Lead,2,8,October,2001,2001
165604,5.67,Kohsoom,2001-10-14,Lead,2,8,October,2001,2001
159075,63.56,Boonsri,2001-11-15,Lead,2,8,November,2001,2001
159757,17.47,Boonsri,2001-11-15,Lead,2,8,November,2001,2001
160441,32.14,Boonsri,2001-11-15,Lead,2,8,November,2001,2001
165619,11.45,Kohsoom,2001-11-15,Lead,2,8,November,2001,2001
159100,3.21,Boonsri,2001-12-07,Lead,2,8,December,2001,2001
159783,1.31,Boonsri,2001-12-07,Lead,2,8,December,2001,2001
160468,1.75,Boonsri,2001-12-07,Lead,2,8,December,2001,2001
165649,1.61,Kohsoom,2001-12-09,Lead,2,8,December,2001,2001
235408,12.28,Chai,2002-02-18,Lead,2,8,February,2002,2002
236360,6.43,Chai,2002-02-18,Lead,2,8,February,2002,2002
237302,8.83,Chai,2002-02-18,Lead,2,8,February,2002,2002
235432,14.71,Chai,2002-03-16,Lead,2,8,March,2002,2002
236384,7.94,Chai,2002-03-16,Lead,2,8,March,2002,2002
237326,5.28,Chai,2002-03-16,Lead,2,8,March,2002,2002
227461,3.55,Boonsri,2002-03-21,Lead,2,8,March,2002,2002
228372,12.97,Boonsri,2002-03-21,Lead,2,8,March,2002,2002
229227,13.39,Boonsri,2002-03-21,Lead,2,8,March,2002,2002
234675,1.91,Kohsoom,2002-03-23,Lead,2,8,March,2002,2002
241996,3.56,Kannika,2002-03-26,Lead,2,8,March,2002,2002
242700,4.22,Kannika,2002-03-26,Lead,2,8,March,2002,2002
243396,3.68,Kannika,2002-03-26,Lead,2,8,March,2002,2002
244088,3.22,Sakda,2002-03-28,Lead,2,8,March,2002,2002
244791,3.61,Sakda,2002-03-28,Lead,2,8,March,2002,2002
245485,1.84,Sakda,2002-03-28,Lead,2,8,March,2002,2002
238245,4.26,Somchair,2002-03-29,Lead,2,8,March,2002,2002
238966,1.64,Busarakhan,2002-03-29,Lead,2,8,March,2002,2002
235462,18.43,Chai,2002-03-31,Lead,2,8,March,2002,2002
236413,13.35,Chai,2002-03-31,Lead,2,8,March,2002,2002
237356,4.88,Chai,2002-03-31,Lead,2,8,March,2002,2002
235476,1.1,Chai,2002-04-15,Lead,2,8,April,2002,2002
236427,0.5,Chai,2002-04-15,Lead,2,8,April,2002,2002
237370,0.89,Chai,2002-04-15,Lead,2,8,April,2002,2002
238275,1.46,Somchair,2002-04-20,Lead,2,8,April,2002,2002
238996,1.32,Busarakhan,2002-04-20,Lead,2,8,April,2002,2002
227490,5.64,Boonsri,2002-04-25,Lead,2,8,April,2002,2002
228403,2.69,Boonsri,2002-04-25,Lead,2,8,April,2002,2002
229260,1.42,Boonsri,2002-04-25,Lead,2,8,April,2002,2002
235500,1.13,Chai,2002-04-25,Lead,2,8,April,2002,2002
236451,1.28,Chai,2002-04-25,Lead,2,8,April,2002,2002
237394,1.67,Chai,2002-04-25,Lead,2,8,April,2002,2002
234711,2.15,Kohsoom,2002-04-27,Lead,2,8,April,2002,2002
242024,2.45,Kannika,2002-04-27,Lead,2,8,April,2002,2002
242728,5.75,Kannika,2002-04-27,Lead,2,8,April,2002,2002
243424,3.73,Kannika,2002-04-27,Lead,2,8,April,2002,2002
244117,8.71,Sakda,2002-04-27,Lead,2,8,April,2002,2002
244820,3.0,Sakda,2002-04-27,Lead,2,8,April,2002,2002
245513,6.1,Sakda,2002-04-27,Lead,2,8,April,2002,2002
227520,13.26,Boonsri,2002-05-09,Lead,2,8,May,2002,2002
228434,16.24,Boonsri,2002-05-09,Lead,2,8,May,2002,2002
229290,13.83,Boonsri,2002-05-09,Lead,2,8,May,2002,2002
235527,14.59,Chai,2002-05-11,Lead,2,8,May,2002,2002
236479,15.39,Chai,2002-05-11,Lead,2,8,May,2002,2002
237423,24.33,Chai,2002-05-11,Lead,2,8,May,2002,2002
227549,16.26,Boonsri,2002-05-23,Lead,2,8,May,2002,2002
228462,15.29,Boonsri,2002-05-23,Lead,2,8,May,2002,2002
229319,14.92,Boonsri,2002-05-23,Lead,2,8,May,2002,2002
234742,17.71,Kohsoom,2002-05-25,Lead,2,8,May,2002,2002
235557,15.8,Chai,2002-05-25,Lead,2,8,May,2002,2002
236509,19.84,Chai,2002-05-25,Lead,2,8,May,2002,2002
237453,40.23,Chai,2002-05-25,Lead,2,8,May,2002,2002
235586,2.86,Chai,2002-06-12,Lead,2,8,June,2002,2002
236538,2.77,Chai,2002-06-12,Lead,2,9,June,2002,2002
237482,2.19,Chai,2002-06-12,Lead,2,9,June,2002,2002
227580,8.46,Boonsri,2002-06-13,Lead,2,9,June,2002,2002
228493,2.58,Boonsri,2002-06-13,Lead,2,9,June,2002,2002
229350,2.8,Boonsri,2002-06-13,Lead,2,9,June,2002,2002
235615,4.28,Chai,2002-06-21,Lead,2,9,June,2002,2002
236567,6.74,Chai,2002-06-21,Lead,2,9,June,2002,2002
237511,1.36,Chai,2002-06-21,Lead,2,9,June,2002,2002
238324,1.61,Somchair,2002-06-22,Lead,2,9,June,2002,2002
239046,1.03,Busarakhan,2002-06-22,Lead,2,9,June,2002,2002
242073,2.11,Kannika,2002-06-22,Lead,2,9,June,2002,2002
242778,1.97,Kannika,2002-06-22,Lead,2,9,June,2002,2002
243474,1.42,Kannika,2002-06-22,Lead,2,9,June,2002,2002
244168,1.18,Sakda,2002-06-22,Lead,3,9,June,2002,2002
244869,3.78,Sakda,2002-06-22,Lead,3,9,June,2002,2002
245564,1.45,Sakda,2002-06-22,Lead,3,9,June,2002,2002
234774,1.12,Kohsoom,2002-06-29,Lead,3,9,June,2002,2002
227668,9.52,Boonsri,2002-08-08,Lead,3,9,August,2002,2002
228583,15.89,Boonsri,2002-08-08,Lead,3,9,August,2002,2002
229440,9.55,Boonsri,2002-08-08,Lead,3,9,August,2002,2002
235686,8.46,Chai,2002-08-10,Lead,3,9,August,2002,2002
236638,9.32,Chai,2002-08-10,Lead,3,9,August,2002,2002
237582,14.21,Chai,2002-08-10,Lead,3,9,August,2002,2002
235714,3.35,Chai,2002-08-21,Lead,3,9,August,2002,2002
236667,7.05,Chai,2002-08-21,Lead,3,9,August,2002,2002
237611,9.21,Chai,2002-08-21,Lead,3,9,August,2002,2002
242124,4.1,Kannika,2002-08-21,Lead,3,9,August,2002,2002
242829,6.7,Kannika,2002-08-21,Lead,3,9,August,2002,2002
243525,9.21,Kannika,2002-08-21,Lead,3,9,August,2002,2002
238375,7.62,Somchair,2002-08-22,Lead,3,9,August,2002,2002
239097,8.67,Busarakhan,2002-08-22,Lead,3,9,August,2002,2002
244216,5.5,Sakda,2002-08-23,Lead,3,9,August,2002,2002
244917,4.91,Sakda,2002-08-23,Lead,3,9,August,2002,2002
245612,5.8,Sakda,2002-08-23,Lead,3,9,August,2002,2002
234827,7.05,Kohsoom,2002-08-24,Lead,3,9,August,2002,2002
227717,13.46,Boonsri,2002-09-12,Lead,3,9,September,2002,2002
228632,9.12,Boonsri,2002-09-12,Lead,3,9,September,2002,2002
229489,11.46,Boonsri,2002-09-12,Lead,3,9,September,2002,2002
238403,7.07,Somchair,2002-09-12,Lead,3,9,September,2002,2002
239125,8.12,Busarakhan,2002-09-12,Lead,3,9,September,2002,2002
235742,9.11,Chai,2002-09-13,Lead,3,9,September,2002,2002
236695,9.36,Chai,2002-09-13,Lead,3,9,September,2002,2002
237639,8.78,Chai,2002-09-13,Lead,3,9,September,2002,2002
234855,8.68,Kohsoom,2002-09-21,Lead,3,9,September,2002,2002
242150,7.42,Kannika,2002-09-21,Lead,3,9,September,2002,2002
242855,6.13,Kannika,2002-09-21,Lead,3,9,September,2002,2002
243551,8.49,Kannika,2002-09-21,Lead,3,9,September,2002,2002
244243,8.36,Sakda,2002-09-21,Lead,3,9,September,2002,2002
244944,8.48,Sakda,2002-09-21,Lead,3,9,September,2002,2002
245639,6.46,Sakda,2002-09-21,Lead,3,9,September,2002,2002
235768,8.42,Chai,2002-09-25,Lead,3,9,September,2002,2002
236721,6.56,Chai,2002-09-25,Lead,3,9,September,2002,2002
237665,9.28,Chai,2002-09-25,Lead,3,9,September,2002,2002
227764,2.75,Boonsri,2002-09-27,Lead,3,9,September,2002,2002
228679,1.72,Boonsri,2002-09-27,Lead,3,9,September,2002,2002
229536,1.14,Boonsri,2002-09-27,Lead,3,9,September,2002,2002
227792,11.29,Boonsri,2002-10-10,Lead,3,9,October,2002,2002
228707,8.76,Boonsri,2002-10-10,Lead,3,9,October,2002,2002
229564,9.12,Boonsri,2002-10-10,Lead,3,9,October,2002,2002
234885,0.81,Kohsoom,2002-10-10,Lead,3,9,October,2002,2002
235797,2.01,Chai,2002-10-10,Lead,3,9,October,2002,2002
236750,0.7,Chai,2002-10-10,Lead,3,9,October,2002,2002
237694,0.81,Chai,2002-10-10,Lead,3,9,October,2002,2002
238432,0.36,Somchair,2002-10-12,Lead,3,9,October,2002,2002
239152,0.11,Busarakhan,2002-10-12,Lead,3,9,October,2002,2002
242178,9.48,Kannika,2002-10-12,Lead,3,9,October,2002,2002
242883,1.15,Kannika,2002-10-12,Lead,3,9,October,2002,2002
243579,1.15,Kannika,2002-10-12,Lead,3,9,October,2002,2002
244271,3.7,Sakda,2002-10-12,Lead,3,9,October,2002,2002
244972,7.07,Sakda,2002-10-12,Lead,3,9,October,2002,2002
245667,5.75,Sakda,2002-10-12,Lead,3,9,October,2002,2002
227810,115.5,Boonsri,2002-10-15,Lead,3,9,October,2002,2002
234898,35.7,Kohsoom,2002-10-15,Lead,3,9,October,2002,2002
235810,13.4,Chai,2002-10-15,Lead,3,9,October,2002,2002
238445,18.7,Somchair,2002-10-15,Lead,3,9,October,2002,2002
239164,21.5,Busarakhan,2002-10-15,Lead,3,9,October,2002,2002
242188,51.2,Kannika,2002-10-15,Lead,3,9,October,2002,2002
244281,40.9,Sakda,2002-10-15,Lead,3,9,October,2002,2002
235838,7.48,Chai,2002-10-24,Lead,3,9,October,2002,2002
236779,6.23,Chai,2002-10-24,Lead,3,9,October,2002,2002
237723,7.18,Chai,2002-10-24,Lead,3,9,October,2002,2002
234928,9.18,Kohsoom,2002-10-26,Lead,3,9,October,2002,2002
238473,9.45,Somchair,2002-10-26,Lead,3,9,October,2002,2002
239192,10.03,Busarakhan,2002-10-26,Lead,3,9,October,2002,2002
242216,7.36,Kannika,2002-10-26,Lead,3,9,October,2002,2002
242912,6.49,Kannika,2002-10-26,Lead,3,9,October,2002,2002
243605,7.13,Kannika,2002-10-26,Lead,3,9,October,2002,2002
244309,6.21,Sakda,2002-10-26,Lead,3,9,October,2002,2002
245001,5.46,Sakda,2002-10-26,Lead,3,9,October,2002,2002
245693,4.98,Sakda,2002-10-26,Lead,3,9,October,2002,2002
235867,5.46,Chai,2002-10-30,Lead,3,9,October,2002,2002
236808,7.21,Chai,2002-10-30,Lead,3,9,October,2002,2002
237752,6.42,Chai,2002-10-30,Lead,3,9,October,2002,2002
227859,24.6,Boonsri,2002-11-07,Lead,3,9,November,2002,2002
228762,10.75,Boonsri,2002-11-07,Lead,3,9,November,2002,2002
229619,18.33,Boonsri,2002-11-07,Lead,3,9,November,2002,2002
235897,16.43,Chai,2002-11-07,Lead,3,9,November,2002,2002
236838,21.32,Chai,2002-11-07,Lead,3,9,November,2002,2002
237781,18.29,Chai,2002-11-07,Lead,3,9,November,2002,2002
242244,16.46,Kannika,2002-11-21,Lead,3,9,November,2002,2002
242940,19.27,Kannika,2002-11-21,Lead,3,9,November,2002,2002
243633,12.6,Kannika,2002-11-21,Lead,3,9,November,2002,2002
244335,18.36,Sakda,2002-11-21,Lead,3,9,November,2002,2002
245029,7.46,Sakda,2002-11-21,Lead,3,9,November,2002,2002
245719,8.43,Sakda,2002-11-21,Lead,3,9,November,2002,2002
234961,23.64,Kohsoom,2002-11-23,Lead,3,9,November,2002,2002
298328,10.13,Chai,2003-01-17,Lead,3,9,January,2003,2003
